# Downloaded from http://www.nature.com/nature/journal/v425/n6959/suppinfo/nature02046.html
# Ghaemmaghami et al. Nature 2003
#ORF	Observed Expression	Protein Molecules/Cell	Standard Deviation	CEC	Spurious
orf	method	abund	sd.abund	cec	spurious
YMR227C	Both	1055	NA	0.72	0
YMR228W	TAP	9385	NA	0.65	0
YMR229C	Both	8862	NA	0.89	0
YMR230W	Both	7647	NA	0.55	0
YMR231W	Both	1198	NA	0.79	0
YMR232W	GFP	NA	NA	0.62	0
YMR233W	Both	2361	NA	0.6	0
YMR234W	Both	149	NA	0.62	0
YMR235C	Both	52246	1.12E+04	0.78	0
YMR236W	Both	6583	NA	0.37	0
YMR237W	Both	3465	NA	0.77	0
YMR238W	Both	2949	NA	0.54	0
YMR239C	Both	4974	1.24E+02	0.8	0
YMR240C	Both	1834	6.09E+01	0.71	0
YMR241W	Both	2926	NA	0.57	0
YMR242C	Both	54255	NA	0.52	0
YMR243C	Both	8197	NA	0.65	0
YMR244C-A	Both	721	NA	0.38	0
YMR244W	None	NA	NA	0.48	0
YMR245W	None	NA	NA	-0.05	1
YMR246W	Both	31190	NA	0.77	0
YMR247C	TAP	222	NA	0.79	0
YMR250W	Both	1198	NA	0.83	0
YMR251W	None	NA	NA	0.31	0
YMR251W-A	Both	6139	NA	0.42	0
YMR252C	Both	172	NA	0.22	0
YMR253C	GFP	NA	NA	0.5	0
YMR254C	None	NA	NA	-0.1	1
YMR255W	Both	2733	NA	0.58	0
YMR256C	Both	639	NA	0.31	0
YMR257C	Both	538	NA	0.6	0
YMR258C	Both	3082	NA	0.6	0
YMR259C	Both	7109	NA	0.77	0
YMR260C	Both	35104	NA	0.75	0
YMR261C	Both	13465	NA	0.85	0
YMR262W	TAP	125	NA	0.48	0
YMR263W	Both	704	NA	0.34	0
YMR264W	Both	589	NA	0.61	0
YMR265C	None	NA	NA	0.39	0
YMR266W	Both	NA	NA	0.78	0
YMR267W	Both	195	NA	0.67	0
YMR268C	Both	672	NA	0.66	0
YMR269W	Both	NA	NA	0.42	0
YMR270C	Both	NA	NA	0.69	0
YMR271C	Both	815	NA	0.59	0
YMR272C	Both	3291	NA	0.59	0
YMR273C	Both	279	NA	0.72	0
YMR274C	None	NA	NA	0.11	0
YMR275C	Both	486	NA	0.73	0
YMR276W	Both	3930	NA	0.48	0
YMR277W	Both	6545	5.86E+02	0.74	0
YMR278W	Both	4964	NA	0.79	0
YMR279C	None	NA	NA	0.35	0
YMR280C	Both	NA	NA	0.74	0
YMR281W	Both	NA	NA	0.58	0
YMR282C	Both	2676	NA	0.53	0
YMR283C	Both	259	NA	0.69	0
YMR284W	Both	892	NA	0.72	0
YMR285C	Both	3573	NA	0.81	0
YMR286W	Both	1198	NA	0.31	0
YMR287C	Both	1069	NA	0.63	0
YMR288W	Both	521	NA	0.77	0
YMR289W	Both	768	NA	0.64	0
YMR290C	None	NA	NA	0.82	0
YMR290W-A	TAP	217	NA	0.2	0
YMR291W	Both	10158	NA	0.75	0
YMR292W	GFP	NA	NA	0.29	0
YMR293C	Both	486	NA	0.58	0
YMR294W	None	NA	NA	0.66	0
YMR294W-A	None	NA	NA	0.09	1
YMR295C	Both	10785	NA	0.68	0
YMR296C	Both	22379	NA	0.48	0
YMR297W	Both	44050	NA	0.65	0
YMR298W	None	NA	NA	0.46	0
YMR299C	Both	1169	NA	0.57	0
YMR300C	Both	18687	NA	0.77	0
YMR301C	Both	3247	4.83E+02	0.64	0
YMR302C	Both	5259	NA	0.84	0
YMR303C	Both	1617	NA	0.61	0
YMR304C-A	None	NA	NA	-0.04	1
YMR304W	Both	2813	NA	0.84	0
YMR305C	Both	10484	NA	0.57	0
YMR306C-A	None	NA	NA	-0.04	1
YMR306W	None	NA	NA	0.67	0
YMR307W	Both	12360	NA	0.66	0
YMR308C	Both	15515	NA	0.82	0
YMR309C	Both	78887	6.15E+03	0.82	0
YMR310C	Both	2537	NA	0.36	0
YMR311C	Both	3443	NA	0.63	0
YMR312W	None	NA	NA	0.4	0
YMR313C	Both	3215	NA	0.69	0
YMR314W	Both	7206	NA	0.49	0
YMR315W	Both	9596	NA	0.74	0
YMR316C-A	None	NA	NA	-0.04	1
YMR316C-B	None	NA	NA	0.15	1
YMR316W	TAP	736	NA	0.55	0
YMR317W	None	NA	NA	0.26	0
YMR318C	Both	21693	NA	0.65	0
YMR319C	Both	573	NA	0.66	0
YMR320W	None	NA	NA	0.1	1
YMR321C	None	NA	NA	0.51	0
YMR322C	TAP	NA	NA	0.61	0
YMR323W	None	NA	NA	0.65	0
YMR324C	None	NA	NA	0.29	0
YMR325W	None	NA	NA	0.5	0
YMR326C	None	NA	NA	-0.05	1
YNL001W	Both	1720	NA	0.73	0
YNL002C	TAP	7721	NA	0.78	0
YNL003C	Both	521	NA	0.44	0
YNL004W	Both	1985	NA	0.54	0
YNL005C	Both	2289	NA	0.65	0
YNL006W	Both	589	NA	0.37	0
YNL007C	Both	20306	NA	0.57	0
YNL008C	Both	NA	NA	0.61	0
YNL009W	TAP	NA	NA	0.75	0
YNL010W	Both	12619	NA	0.75	0
YNL011C	TAP	1098	NA	0.7	0
YNL012W	None	NA	NA	0.65	0
YNL013C	None	NA	NA	-0.06	1
YNL014W	TAP	125	NA	0.85	0
YNL015W	Both	NA	NA	0.52	0
YNL016W	Both	49577	NA	0.64	0
YNL017C	None	NA	NA	-0.11	1
YNL018C	None	NA	NA	0.42	0
YNL019C	None	NA	NA	0.22	0
YNL020C	Both	1551	NA	0.66	0
YNL021W	Both	3049	NA	0.81	0
YNL022C	Both	922	NA	0.72	0
YNL023C	TAP	589	NA	0.41	0
YNL024C	Both	1759	NA	0.66	0
YNL025C	Both	NA	NA	0.48	0
YNL026W	None	NA	NA	0.54	0
YNL027W	Both	1155	NA	0.66	0
YNL028W	None	NA	NA	0	1
YNL029C	TAP	450	NA	0.41	0
YNL030W	Both	680599	NA	0.48	0
YNL031C	Both	248468	NA	0.59	0
YNL032W	Both	4072	NA	0.52	0
YNL033W	TAP	396	NA	0.22	0
YNL034W	None	NA	NA	0.39	0
YNL035C	Both	3971	NA	0.72	0
YNL036W	Both	2325	NA	0.51	0
YNL037C	Both	10484	NA	0.7	0
YNL038W	None	NA	NA	0.22	0
YNL039W	Both	NA	NA	0.81	0
YNL040W	Both	1472	NA	0.76	0
YNL041C	Both	1720	NA	0.75	0
YNL042W	GFP	NA	NA	0.55	0
YNL043C	None	NA	NA	0.22	1
YNL044W	Both	5503	NA	0.54	0
YNL045W	Both	5593	NA	0.81	0
YNL046W	Both	704	NA	0	0
YNL047C	TAP	2607	NA	0.57	0
YNL048W	Both	3138	NA	0.64	0
YNL049C	Both	1720	NA	0.78	0
YNL050C	None	NA	NA	0.68	0
YNL051W	Both	468	NA	0.64	0
YNL052W	Both	3671	NA	0.54	0
YNL053W	Both	538	NA	0.45	0
YNL054W	None	NA	NA	0.67	0
YNL055C	Both	NA	NA	0.62	0
YNL056W	Both	4527	NA	0.37	0
YNL057W	None	NA	NA	0.42	0
YNL058C	Both	NA	NA	0.66	0
YNL059C	Both	2169	NA	0.83	0
YNL061W	Both	18697	2.46E+03	0.89	0
YNL062C	Both	2579	5.60E+01	0.82	0
YNL063W	Both	13201	NA	0.39	0
YNL064C	Both	118525	NA	0.7	0
YNL065W	GFP	NA	NA	0.57	0
YNL066W	Both	24656	NA	0.57	0
YNL067W	Both	76022	NA	0.55	0
YNL067W-A	None	NA	NA	0.02	1
YNL068C	Both	656	NA	0.58	0
YNL069C	None	NA	NA	0.58	0
YNL070W	Both	3248	NA	0.22	0
YNL071W	Both	5436	NA	0.72	0
YNL072W	Both	623	NA	0.37	0
YNL073W	Both	2277	NA	0.54	0
YNL074C	GFP	NA	NA	0.38	0
YNL075W	None	NA	NA	0.68	0
YNL076W	GFP	NA	NA	0.63	0
YNL077W	Both	125	NA	0.66	0
YNL078W	Both	504	NA	0.2	0
YNL079C	TAP	3060	NA	0.62	0
YNL080C	TAP	937	NA	0.47	0
YNL081C	Both	259	NA	0.4	0
YNL082W	Both	521	NA	0.76	0
YNL083W	Both	1169	NA	0.53	0
YNL084C	Both	2607	NA	0.73	0
YNL085W	Both	3433	NA	0.86	0
YNL086W	Both	195	NA	0.3	0
YNL087W	Both	2630	NA	0.83	0
YNL088W	Both	5728	NA	0.88	0
YNL089C	None	NA	NA	0.21	0
YNL090W	Both	3870	NA	0.67	0
YNL091W	Both	217	NA	0.74	0
YNL092W	TAP	952	NA	0.55	0
YNL093W	TAP	830	NA	0.61	0
YNL094W	Both	2289	NA	0.7	0
YNL095C	Both	NA	NA	0.62	0
YNL096C	Both	43519	NA	0.62	0
YNL097C	Both	3248	NA	0.47	0
YNL098C	Both	19806	NA	0.67	0
YNL099C	Both	2313	NA	0.62	0
YNL100W	Both	5458	NA	0.49	0
YNL101W	TAP	NA	NA	0.54	0
YNL102W	Both	1055	NA	0.85	0
YNL103W	Both	1295	NA	0.58	0
YNL104C	Both	6630	NA	0.77	0
YNL105W	None	NA	NA	0.29	0
YNL106C	Both	NA	NA	0.81	0
YNL107W	Both	259	NA	0.66	0
YNL108C	Both	1948	NA	0.66	0
YNL109W	TAP	NA	NA	0.17	0
YNL110C	Both	4277	NA	0.75	0
YNL111C	Both	5392	NA	0.71	0
YNL112W	Both	33100	8.47E+03	0.66	0
YNL113W	Both	8682	NA	0.69	0
YNL114C	None	NA	NA	-0.04	1
YNL115C	GFP	NA	NA	0.58	0
YNL116W	Both	1746	NA	0.61	0
YNL117W	None	NA	NA	0.75	0
YNL118C	Both	8528	NA	0.74	0
YNL119W	Both	2858	NA	0.72	0
YNL120C	None	NA	NA	0.12	1
YNL121C	Both	45289	NA	0.85	0
YNL122C	Both	NA	NA	0.18	0
YNL123W	Both	3149	NA	0.79	0
YNL124W	Both	1810	NA	0.67	0
YNL125C	GFP	NA	NA	0.58	0
YNL126W	Both	57	NA	0.63	0
YNL127W	Both	1084	NA	0.76	0
YNL128W	None	NA	NA	0.64	0
YNL129W	Both	1458	NA	0.59	0
YNL130C	Both	981	NA	0.35	0
YNL131W	Both	6607	NA	0.79	0
YNL132W	Both	NA	NA	0.88	0
YNL133C	Both	468	NA	0.57	0
YNL134C	Both	3486	NA	0.72	0
YNL135C	Both	43307	NA	0.53	0
YNL136W	Both	300	NA	0.69	0
YNL137C	Both	3270	NA	0.77	0
YNL138W	Both	8759	NA	0.85	0
YNL139C	Both	521	NA	0.87	0
YNL140C	TAP	1591	NA	0.15	0
YNL141W	Both	20675	NA	0.79	0
YNL142W	Both	NA	NA	0.5	0
YNL143C	Both	238	NA	0.35	0
YNL144C	None	NA	NA	0.55	0
YNL145W	None	NA	NA	0.36	0
YNL146W	GFP	NA	NA	0.12	0
YNL147W	Both	3071	NA	0.57	0
YNL148C	Both	656	NA	0.44	0
YNL149C	GFP	NA	NA	0.74	0
YNL150W	None	NA	NA	0.18	1
YNL151C	None	NA	NA	0.66	0
YNL152W	Both	NA	NA	0.56	0
YNL153C	Both	7474	NA	0.52	0
YNL154C	Both	6162	NA	0.66	0
YNL155W	Both	4277	NA	0.69	0
YNL156C	Both	3389	NA	0.44	0
YNL157W	Both	NA	NA	0.38	0
YNL158W	Both	6940	NA	0.24	0
YNL159C	None	NA	NA	0.42	0
YNL160W	None	NA	NA	0.58	0
YNL161W	Both	450	NA	0.56	0
YNL162W	Both	13642	NA	0.42	0
YNL162W-A	Both	396	NA	0.24	0
YNL163C	Both	7771	NA	0.87	0
YNL164C	GFP	NA	NA	0.68	0
YNL165W	None	NA	NA	0.45	0
YNL166C	GFP	NA	NA	0.74	0
YNL167C	Both	504	NA	0.45	0
YNL168C	Both	2549	NA	0.62	0
YNL169C	Both	1084	NA	0.69	0
YNL170W	None	NA	NA	0.14	1
YNL171C	None	NA	NA	0.05	1
YNL172W	Both	178	NA	0.83	0
YNL173C	Both	1240	NA	0.68	0
YNL174W	None	NA	NA	0.16	1
YNL175C	Both	3830	NA	0.82	0
YNL176C	GFP	NA	NA	0.16	0
YNL177C	Both	1810	NA	0.51	0
YNL178W	TAP	146334	NA	0.59	0
YNL179C	None	NA	NA	-0.23	1
YNL180C	Both	2181	NA	0.67	0
YNL181W	Both	13909	NA	0.73	0
YNL182C	None	NA	NA	0.79	0
YNL183C	Both	284	NA	0.57	0
YNL184C	TAP	623	NA	-0.06	0
YNL185C	Both	3193	NA	0.42	0
YNL186W	Both	NA	NA	0.86	0
YNL187W	TAP	NA	NA	0.19	0
YNL188W	None	NA	NA	0.49	0
YNL189W	Both	2791	3.50E+01	0.81	0
YNL190W	Both	1377	NA	0.36	0
YNL191W	Both	7303	NA	0.61	0
YNL192W	None	NA	NA	0.74	0
YNL193W	None	NA	NA	0.78	0
YNL194C	GFP	NA	NA	0.24	0
YNL195C	None	NA	NA	0.48	0
YNL196C	None	NA	NA	0.66	0
YNL197C	Both	5728	NA	0.49	0
YNL198C	GFP	NA	NA	-0.01	0
YNL199C	None	NA	NA	0.5	0
YNL200C	Both	1377	NA	0.51	0
YNL201C	Both	7012	NA	0.71	0
YNL202W	None	NA	NA	0.6	0
YNL203C	None	NA	NA	0.26	0
YNL204C	None	NA	NA	0.56	0
YNL205C	None	NA	NA	-0.16	1
YNL206C	Both	11145	NA	0.81	0
YNL207W	Both	10348	NA	0.75	0
YNL208W	None	NA	NA	0.39	0
YNL209W	Both	103902	NA	0.72	0
YNL210W	None	NA	NA	0.48	0
YNL211C	Both	NA	NA	0.31	0
YNL212W	Both	3497	NA	0.87	0
YNL213C	Both	1155	NA	0.49	0
YNL214W	Both	656	NA	0.45	0
YNL215W	Both	1472	NA	0.72	0
YNL216W	Both	4388	9.09E+02	0.78	0
YNL217W	Both	NA	NA	0.51	0
YNL218W	Both	1184	NA	0.75	0
YNL219C	Both	NA	NA	0.46	0
YNL220W	Both	56793	NA	0.69	0
YNL221C	Both	846	NA	0.68	0
YNL222W	None	NA	NA	0.6	0
YNL223W	Both	3302	NA	0.6	0
YNL224C	Both	1445	NA	0.82	0
YNL225C	Both	NA	NA	0.75	0
YNL226W	None	NA	NA	0	1
YNL227C	Both	2313	NA	0.75	0
YNL228W	None	NA	NA	0.18	0
YNL229C	Both	7061	NA	0.56	0
YNL230C	Both	815	NA	0.42	0
YNL231C	Both	15361	NA	0.75	0
YNL232W	Both	5548	NA	0.65	0
YNL233W	Both	NA	NA	0.74	0
YNL234W	Both	195	NA	0.59	0
YNL235C	None	NA	NA	0.1	1
YNL236W	Both	1720	NA	0.7	0
YNL237W	None	NA	NA	0.31	0
YNL238W	Both	NA	NA	0.78	0
YNL239W	Both	521	NA	0.71	0
YNL240C	None	NA	NA	0.2	0
YNL241C	Both	15024	NA	0.56	0
YNL242W	Both	876	NA	0.77	0
YNL243W	Both	40562	NA	0.6	0
YNL244C	None	NA	NA	0.6	0
YNL245C	Both	861	NA	0.56	0
YNL246W	Both	3116	NA	0.53	0
YNL247W	Both	22968	NA	0.9	0
YNL248C	Both	NA	NA	0.78	0
YNL249C	TAP	1055	NA	0.73	0
YNL250W	Both	830	NA	0.78	0
YNL251C	Both	19559	2.25E+03	0.66	0
YNL252C	Both	7425	NA	0.67	0
YNL253W	None	NA	NA	0.59	0
YNL254C	Both	799	NA	0.68	0
YNL255C	Both	96655	NA	0.37	0
YNL256W	Both	4589	7.08E+02	0.74	0
YNL257C	Both	432	NA	0.76	0
YNL258C	Both	8966	NA	0.77	0
YNL259C	GFP	NA	NA	0.5	0
YNL260C	TAP	784	NA	0.62	0
YNL261W	Both	768	1.63E+02	0.74	0
YNL262W	Both	1973	NA	0.89	0
YNL263C	None	NA	NA	0.4	0
YNL264C	Both	5040	NA	0.72	0
YNL265C	Both	4760	NA	0.67	0
YNL266W	None	NA	NA	0.11	1
YNL267W	Both	1604	NA	0.88	0
YNL268W	Both	2584	NA	0.63	0
YNL269W	None	NA	NA	-0.08	1
YNL270C	None	NA	NA	0.49	0
YNL271C	Both	166	NA	0.87	0
YNL272C	Both	13221	1.31E+03	0.77	0
YNL273W	Both	952	NA	0.89	0
YNL274C	Both	3281	NA	0.75	0
YNL275W	Both	195	NA	0.46	0
YNL276C	None	NA	NA	0.18	1
YNL277W	Both	2241	NA	0.64	0
YNL278W	Both	1377	NA	0.67	0
YNL279W	Both	NA	NA	0.46	0
YNL280C	Both	1597	NA	0.45	0
YNL281W	Both	8528	NA	0.52	0
YNL282W	Both	1364	NA	0.13	0
YNL283C	Both	NA	NA	0.28	0
YNL284C	Both	5347	NA	0.59	0
YNL285W	None	NA	NA	0.08	1
YNL286W	Both	1364	NA	0.67	0
YNL287W	Both	77868	NA	0.85	0
YNL288W	Both	18817	NA	0.49	0
YNL289W	TAP	606	NA	0.27	0
YNL290W	Both	3136	2.61E+02	0.53	0
YNL291C	TAP	3215	NA	0.52	0
YNL292W	Both	3991	NA	0.79	0
YNL293W	Both	178	NA	0.67	0
YNL294C	None	NA	NA	0.51	0
YNL295W	TAP	504	NA	0.52	0
YNL296W	None	NA	NA	0.08	1
YNL297C	Both	2408	NA	0.74	0
YNL298W	Both	NA	NA	0.61	0
YNL299W	Both	2241	NA	0.69	0
YNL300W	Both	1485	NA	0.32	0
YNL301C	Both	63707	NA	0.53	0
YNL302C	Both	3443	NA	0.65	0
YNL303W	None	NA	NA	0.21	1
YNL304W	Both	2847	NA	0.37	0
YNL305C	GFP	NA	NA	0.16	0
YNL306W	Both	5303	NA	0.51	0
YNL307C	Both	396	NA	0.62	0
YNL308C	Both	1784	NA	0.78	0
YNL309W	Both	319	NA	0.43	0
YNL310C	Both	1525	NA	0.27	0
YNL311C	Both	432	NA	0.58	0
YNL312W	Both	6082	NA	0.71	0
YNL313C	Both	8071	NA	0.79	0
YNL314W	None	NA	NA	0.38	0
YNL315C	Both	2836	NA	0.66	0
YNL316C	Both	2022	NA	0.72	0
YNL317W	Both	7807	9.65E+02	0.48	0
YNL318C	None	NA	NA	0.43	0
YNL319W	None	NA	NA	0.25	0
YNL320W	TAP	259	NA	0.49	0
YNL321W	TAP	259	NA	0.5	0
YNL322C	Both	623	NA	0.2	0
YNL323W	Both	2461	NA	0.75	0
YNL324W	None	NA	NA	0.01	1
YNL325C	Both	339	NA	0.76	0
YNL326C	Both	2133	NA	0.32	0
YNL327W	GFP	NA	NA	0.41	0
YNL328C	Both	573	NA	0.42	0
YNL329C	Both	1630	NA	0.73	0
YNL330C	Both	3850	NA	0.63	0
YNL331C	None	NA	NA	0.66	0
YNL332W	None	NA	NA	0.66	0
YNL333W	None	NA	NA	0.69	0
YNL334C	None	NA	NA	0.59	0
YNL335W	None	NA	NA	0.5	0
YNL336W	Both	1733	NA	0.39	0
YNL337W	None	NA	NA	0.04	1
YNL338W	None	NA	NA	-0.1	1
YNR001C	GFP	NA	NA	0.78	0
YNR001W-A	None	NA	NA	0.21	1
YNR002C	TAP	NA	NA	0.41	0
YNR003C	None	NA	NA	0.68	0
YNR004W	Both	1720	NA	0.62	0
YNR005C	None	NA	NA	0.13	1
YNR006W	Both	172	NA	0.68	0
YNR007C	Both	3612	NA	0.68	0
YNR008W	None	NA	NA	0.69	0
YNR009W	Both	2881	NA	0.4	0
YNR010W	Both	1364	NA	0.47	0
YNR011C	Both	172	NA	0.77	0
YNR012W	Both	NA	NA	0.77	0
YNR013C	Both	4277	NA	0.6	0
YNR014W	Both	2361	NA	0.09	0
YNR015W	Both	2653	NA	0.49	0
YNR016C	Both	20206	NA	0.83	0
YNR017W	Both	1445	NA	0.44	0
YNR018W	Both	12045	NA	0.52	0
YNR019W	Both	279	NA	0.58	0
YNR020C	None	NA	NA	0.33	0
YNR021W	Both	34906	NA	0.73	0
YNR022C	GFP	NA	NA	0.5	0
YNR023W	GFP	NA	NA	0.77	0
YNR024W	Both	1350	NA	0.6	0
YNR025C	None	NA	NA	-0.02	1
YNR026C	Both	6162	NA	0.63	0
YNR027W	Both	6583	NA	0.38	0
YNR028W	GFP	NA	NA	0.71	0
YNR029C	Both	1564	NA	0.7	0
YNR030W	Both	3554	NA	0.61	0
YNR031C	Both	217	NA	0.87	0
YNR032C-A	None	NA	NA	0.45	0
YNR032W	Both	1960	NA	0.56	0
YNR033W	Both	1551	NA	0.74	0
YNR034W	Both	1973	NA	0.66	0
YNR034W-A	Both	2825	NA	0.58	0
YNR035C	Both	13406	NA	0.66	0
YNR036C	TAP	238	NA	0.17	0
YNR037C	None	NA	NA	0.25	0
YNR038W	Both	12734	1.70E+03	0.78	0
YNR039C	Both	NA	NA	0.58	0
YNR040W	Both	1141	NA	0.33	0
YNR041C	GFP	NA	NA	0.27	0
YNR042W	None	NA	NA	0.14	1
YNR043W	Both	13672	NA	0.73	0
YNR044W	GFP	NA	NA	0.15	0
YNR045W	Both	450	NA	0.43	0
YNR046W	Both	4803	NA	0.35	0
YNR047W	Both	752	NA	0.73	0
YNR048W	Both	4506	NA	0.53	0
YNR049C	Both	1377	NA	0.28	0
YNR050C	Both	57484	NA	0.78	0
YNR051C	Both	11677	NA	0.77	0
YNR052C	Both	1525	NA	0.36	0
YNR053C	Both	67680	NA	0.76	0
YNR054C	Both	12822	NA	0.74	0
YNR055C	Both	NA	NA	0.57	0
YNR056C	GFP	NA	NA	0.37	0
YNR057C	None	NA	NA	0.46	0
YNR058W	None	NA	NA	0.65	0
YNR059W	None	NA	NA	0.58	0
YNR060W	None	NA	NA	0.58	0
YNR061C	Both	339	NA	0.53	0
YNR062C	None	NA	NA	0.31	0
YNR063W	None	NA	NA	0.67	0
YNR064C	None	NA	NA	0.6	0
YNR065C	None	NA	NA	0.78	0
YNR066C	None	NA	NA	0.57	0
YNR067C	Both	64	NA	0.63	0
YNR068C	None	NA	NA	0.61	0
YNR069C	None	NA	NA	0.63	0
YNR070W	None	NA	NA	0.75	0
YNR071C	None	NA	NA	0.67	0
YNR072W	None	NA	NA	0.54	0
YNR073C	None	NA	NA	0.68	0
YNR074C	TAP	1564	NA	0.58	0
YNR075W	Both	2373	NA	0.45	0
YNR076W	None	NA	NA	0.48	0
YNR077C	None	NA	NA	0.04	1
YOL001W	Both	NA	NA	0.37	0
YOL002C	None	NA	NA	0.26	0
YOL003C	None	NA	NA	0.35	0
YOL004W	Both	1662	NA	0.8	0
YOL005C	Both	4277	NA	0.39	0
YOL006C	Both	2971	NA	0.82	0
YOL007C	GFP	NA	NA	0.52	0
YOL008W	None	NA	NA	0.34	0
YOL009C	Both	1069	NA	0.62	0
YOL010W	Both	10007	5.98E+02	0.68	0
YOL011W	Both	NA	NA	0.75	0
YOL012C	Both	2836	NA	0.55	0
YOL013C	Both	2665	NA	0.52	0
YOL013W-A	None	NA	NA	0.06	1
YOL014W	None	NA	NA	0.37	0
YOL015W	None	NA	NA	0.62	0
YOL016C	Both	7499	NA	0.82	0
YOL017W	Both	432	NA	0.75	0
YOL018C	None	NA	NA	0.64	0
YOL019W	Both	NA	NA	0.63	0
YOL020W	Both	752	NA	0.42	0
YOL021C	Both	606	NA	0.81	0
YOL022C	Both	125	NA	0.79	0
YOL023W	Both	1404	NA	0.74	0
YOL024W	None	NA	NA	0.5	0
YOL025W	TAP	195	NA	0.59	0
YOL026C	None	NA	NA	0.13	1
YOL027C	Both	7389	NA	0.78	0
YOL028C	Both	1695	NA	0.62	0
YOL029C	None	NA	NA	0.33	0
YOL030W	Both	11677	NA	0.63	0
YOL031C	Both	2420	NA	0.71	0
YOL032W	Both	1911	NA	0.46	0
YOL033W	Both	2937	NA	0.7	0
YOL034W	Both	892	NA	0.83	0
YOL035C	None	NA	NA	0.01	1
YOL036W	None	NA	NA	0.58	0
YOL037C	None	NA	NA	0.18	1
YOL038W	Both	16761	NA	0.6	0
YOL039W	Both	427624	NA	0.62	0
YOL040C	None	NA	NA	0.56	0
YOL041C	Both	5910	NA	0.83	0
YOL042W	Both	3476	NA	0.55	0
YOL043C	Both	125	NA	0.53	0
YOL044W	Both	1069	NA	0.44	0
YOL045W	Both	2217	NA	0.83	0
YOL046C	TAP	1784	NA	0.5	0
YOL047C	Both	155	NA	0.19	0
YOL048C	Both	NA	NA	0.35	0
YOL049W	Both	3433	NA	0.79	0
YOL050C	None	NA	NA	0.42	0
YOL051W	Both	606	NA	0.5	0
YOL052C	Both	7061	NA	0.53	0
YOL052C-A	Both	784	NA	0.36	0
YOL053W	None	NA	NA	0.49	0
YOL054W	Both	6489	NA	0.6	0
YOL055C	Both	195	NA	0.78	0
YOL056W	Both	3731	NA	0.71	0
YOL057W	Both	3259	NA	0.83	0
YOL058W	Both	1873	NA	0.76	0
YOL059W	Both	8966	NA	0.64	0
YOL060C	Both	5887	NA	0.62	0
YOL061W	Both	3308	NA	0.7	0
YOL062C	Both	3411	NA	0.63	0
YOL063C	TAP	125	NA	0.76	0
YOL064C	Both	7328	NA	0.79	0
YOL065C	TAP	1198	NA	0.5	0
YOL066C	Both	1538	NA	0.7	0
YOL067C	Both	2193	NA	0.47	0
YOL068C	Both	1445	NA	0.65	0
YOL069W	Both	1551	NA	0.59	0
YOL070C	Both	1617	NA	0.65	0
YOL071W	Both	1084	NA	0.53	0
YOL072W	Both	1141	NA	0.29	0
YOL073C	None	NA	NA	0.24	0
YOL075C	None	NA	NA	0.74	0
YOL076W	Both	5796	NA	0.71	0
YOL077C	Both	13201	NA	0.79	0
YOL077W-A	Both	1323	NA	0.54	0
YOL078W	TAP	704	NA	0.73	0
YOL079W	None	NA	NA	-0.07	1
YOL080C	Both	4277	NA	0.67	0
YOL081W	Both	NA	NA	0.8	0
YOL082W	Both	1254	NA	0.73	0
YOL083W	None	NA	NA	0.66	0
YOL084W	GFP	NA	NA	0.68	0
YOL085C	None	NA	NA	0.16	1
YOL086C	None	NA	NA	0.57	0
YOL086W-A	None	NA	NA	0.53	0
YOL087C	Both	589	NA	0.8	0
YOL088C	Both	1525	NA	0.61	0
YOL089C	Both	238	NA	0.75	0
YOL090W	Both	1226	NA	0.87	0
YOL091W	None	NA	NA	0.7	0
YOL092W	Both	1797	NA	0.52	0
YOL093W	Both	4092	NA	0.55	0
YOL094C	Both	2756	NA	0.66	0
YOL095C	None	NA	NA	0.64	0
YOL096C	Both	259	NA	0.55	0
YOL097C	Both	12126	2.17E+03	0.79	0
YOL098C	Both	8121	NA	0.89	0
YOL099C	None	NA	NA	0.35	0
YOL100W	Both	NA	NA	0.72	0
YOL101C	Both	NA	NA	0.31	0
YOL102C	Both	672	NA	0.31	0
YOL103W	Both	468	NA	0.65	0
YOL104C	TAP	NA	NA	0.51	0
YOL105C	Both	NA	NA	0.27	0
YOL106W	None	NA	NA	0.09	1
YOL107W	Both	1630	NA	0.41	0
YOL108C	Both	521	NA	0.45	0
YOL109W	TAP	NA	NA	0.68	0
YOL110W	TAP	937	NA	-0.01	0
YOL111C	Both	6512	NA	0.48	0
YOL112W	Both	1733	NA	0.62	0
YOL113W	Both	238	NA	0.74	0
YOL114C	None	NA	NA	0.46	0
YOL115W	Both	7548	NA	0.75	0
YOL116W	Both	491	NA	0.5	0
YOL117W	Both	1323	NA	0.63	0
YOL118C	None	NA	NA	0.15	1
YOL119C	None	NA	NA	0.39	0
YOL120C	None	NA	NA	0.52	0
YOL121C	Both	29034	NA	0.65	0
YOL122C	None	NA	NA	0.66	0
YOL123W	GFP	NA	NA	0.67	0
YOL124C	Both	2022	NA	0.76	0
YOL125W	Both	1226	NA	0.56	0
YOL126C	Both	5259	NA	0.58	0
YOL127W	None	NA	NA	0.54	0
YOL128C	None	NA	NA	0.55	0
YOL129W	Both	1898	NA	0.37	0
YOL130W	Both	NA	NA	0.81	0
YOL131W	None	NA	NA	0.44	0
YOL132W	None	NA	NA	0.76	0
YOL133W	None	NA	NA	0.45	0
YOL134C	GFP	NA	NA	0.26	0
YOL135C	Both	7598	NA	0.26	0
YOL136C	Both	NA	NA	0.62	0
